MET (s),Altitude (m),Apoapsis (m),Periapsis (m),Velocity (m/s),G-Force (g),Thrust (N),Mass (kg),Liquid Fuel,Oxidizer,Situation
264.4828564238778,142621.12914819934,150231.11834029877,-504388.30540218396,869.6312415452394,0.0,0.0,18379.150390625,539.2036743164062,659.0265502929688,sub_orbital
287.85922361135454,147554.86861259164,150231.11834029877,-504388.30540218396,833.1334420896478,0.0,0.0,18379.150390625,539.2036743164062,659.0265502929688,sub_orbital
297.58715329873667,148892.62664792454,150231.11834029877,-504388.30540218396,823.04537942492,0.0,0.0,18379.150390625,539.2036743164062,659.0265502929688,sub_orbital
303.24513669716544,149448.85311007837,150231.11834029877,-504388.30540218396,818.8251659618451,0.0,0.0,18379.150390625,539.2036743164062,659.0265502929688,sub_orbital
304.549199197063,149554.35146117618,150231.11834089924,-504388.3054067858,818.0229902374988,0.00016986228001769632,0.0,18379.150390625,539.2036743164062,659.0265502929688,sub_orbital
305.5691991968997,149634.5476787499,150231.11834211857,-504388.30540676124,817.4128307640163,0.00016955369210336357,0.0,18379.150390625,539.2036743164062,659.0265502929688,sub_orbital
306.58919919673644,149709.6848180598,150231.11834186374,-504388.3054053375,816.8408692769834,0.00016925040108617395,0.0,18379.150390625,539.2036743164062,659.0265502929688,sub_orbital
307.5891991965764,149778.43826206843,150231.11834170145,-504388.3054067783,816.3172529156362,0.00016897940076887608,0.0,18379.150390625,539.2036743164062,659.0265502929688,sub_orbital
308.6091991964131,149843.55894326384,150231.11834160902,-504388.30540669546,815.8210832436853,0.00016871842672117054,0.0,18379.150390625,539.2036743164062,659.0265502929688,sub_orbital
309.62919919624983,149903.4307464182,150231.04687241768,-498003.1746786044,845.1661501884954,4.0218353271484375,719999.9375,18215.037109375,524.433349609375,640.9739990234375,sub_orbital
310.62919919608976,149956.67249702942,150231.34872344392,-489071.3594437461,884.4312780780499,4.069981575012207,719999.9375,17999.095703125,504.998779296875,617.2205810546875,sub_orbital
311.6491991959265,150005.5710613022,150232.03786610486,-479294.44427049946,925.059722407112,4.120291709899902,719999.9375,17778.837890625,485.1755065917969,592.9921264648438,sub_orbital
